,index,Sentiment,Text
788,788,1,great tool entertainment communication data managementoh sure use activesync optimal data synchronization results
789,789,0,cant use case smell disgusting
790,790,0,wanted
791,791,1,cases would order another
792,792,1,great phone
793,793,1,bought battery coupon amazon im happy purchase
794,794,0,internet access fine rare instance worked
795,795,1,perfect ps
796,796,1,five star plus plus
797,797,1,good quality bargain bought bought cheapy big lots sounded awful people end couldnt hear
798,798,0,drain
799,799,0,tried talking real loud shouting telephone gets old still told wasnt great
800,800,1,good works fine
801,801,1,price great deal
802,802,1,great price
803,803,0,wind completely useless
804,804,1,yes shiny front side love
805,805,0,work
806,806,0,first thought grtting good deal plugged phone vc razr
807,807,1,reception headset excellent
808,808,1,thumbs seller
809,809,1,verizon lg phone work well together good reception range exceeds feet line sight
810,810,0,improper description return
811,811,1,works comfortable
812,812,1,battery chargelife quite long
813,813,1,jabra eargels fit ears well
814,814,0,battery life
815,815,0,checked everywhere feature really disappointing
816,816,1,product exactly described
817,817,1,gets signal verizon phones wont
818,818,0,doesnt job
819,819,1,would recommend
820,820,1,plan ordering
821,821,1,said phone camera nice many cool effects play video decent well
822,822,1,satisfied cell phone day one
823,823,1,keep getting better better third one ive numerous palms
824,824,0,awkward use unreliable
825,825,1,shipping time also quick
826,826,0,good hoped
827,827,1,good case
828,828,0,doesnt work
829,829,1,really good product
830,830,0,unfortunately work
831,831,0,three broke within two months use
832,832,0,dont buy
833,833,0,father v battery dying
834,834,0,however ear pads come easily one week lost one
835,835,0,calls drop phone comes screen goes black worst stops ringing intermittently
836,836,0,horrible horrible protector
837,837,0,dont like nokia either
838,838,0,reaching bottom row uncomfortable send end keys expect
839,839,0,bought nokia cell phone weeks ago nightmare
840,840,0,would take long describe bad customer service experience amazon
841,841,0,disappointing thing speakerphone
842,842,0,terrible car accept cassette
843,843,0,product useless since enough charging current charge cellphones planning use
844,844,0,says
845,845,0,stay away q
846,846,0,used dirty
847,847,0,unreliable service tmobile
848,848,0,good enough price
849,849,0,bought two neither charge
850,850,1,looks nice
851,851,1,excellent tool especially paired phones autoanswer
852,852,1,read others reviews havent problem
853,853,0,products cover important light sensor ear outlet
854,854,1,comfortable hand
855,855,0,work
856,856,0,poor reliability
857,857,1,works
858,858,0,take picture battery drops bar starts beeping letting know dieing
859,859,0,terrible product waste money
860,860,0,last time buying
861,861,0,waste money
862,862,1,far worked like charm
863,863,1,weeks far good
864,864,1,case best part download pictures laptop using ir even send pictures laptop phone
865,865,1,would recommend item
866,866,1,choice headset yearsgreat sound good volume good noise cancellation
867,867,1,nice case feels good hands
868,868,0,item received counterfeit
869,869,1,really good far probably best bt headset ever
870,870,1,works fine
871,871,1,received headset good time happy
872,872,1,pleased see could replace well travled swivel holster blackberry flip
873,873,1,sister one also loves
874,874,1,good quality
875,875,0,far worst purchase ive made amazon
876,876,1,excellent dualpurpose headset
877,877,1,excellent
878,878,0,work listening music cingular
879,879,1,seems completely secure holding belt keeping iphone inside
880,880,0,bottowm lineanother worthless cheap gimmick sprint
881,881,0,trouble volume
882,882,1,good thing fits comfortably small ears
883,883,0,warning buy
884,884,1,pairing iphone could happier far
885,885,0,opens battery connection broken device turned
886,886,0,didnt want clip going top ear causing discomfort
887,887,1,best headset ever
888,888,0,dont trust website dont expect helpful support
889,889,1,loudglad say plantronics maintains flawless connection cell static normal use
890,890,0,speaker low quality making ring tones sound cheap
891,891,1,fits comfortably came three sizes earbud tips
892,892,1,excellent product price
893,893,0,bad reception
894,894,0,product high quality chinese crap
895,895,1,quite comfortable ear
896,896,1,great phone
897,897,0,dont buy product fails
898,898,0,everything product wrongfirst
899,899,1,pairing two devices easy barely took couple minutes started making calls voice dialing feature
900,900,0,utterly confusing first caused lose couple important contacts
901,901,0,terrible phone holder
902,902,1,cutouts buttons placed perfectly
903,903,1,love able use one headset landline cell
904,904,0,problem ear loops made weak material break easily
905,905,0,nearly good looking amazon picture makes look
906,906,1,despite flaws case exceptional quality well worth additional costs owning official oem product
907,907,0,stupid
908,908,1,hear im driving car usually dont even put loudest setting
909,909,1,seller shipped quickly much cheaper competitors
910,910,1,good show samsung
911,911,1,bought saved alot money
912,912,0,always cuts makes beep beep beep sound says signal failed
913,913,0,couldnt figure
914,914,0,phone sounded ok great ok wifes phone almost totally unintelligible couldnt understand word said
915,915,0,take battery phone put back together restart
916,916,0,managed bend leaf spring back place metal enough stress break next drop
917,917,1,leopard print wonderfully wild
918,918,1,works
919,919,0,saggy floppy piece junk
920,920,1,much better hard plastic cases
921,921,0,also new problem
922,922,1,happy far
923,923,1,cool phone
924,924,1,works good
925,925,1,motorola finally got voice quality bluetooth headset right
926,926,0,looses connection phone even within couple feet two
927,927,1,great would really recommend
928,928,0,makes easier keep bluetooth im wearing
929,929,0,said abovepretty useless
930,930,0,never got
931,931,0,pair headphones worst ever soundwise
932,932,0,drain weak snap
933,933,0,charge cingular att phone
934,934,1,get extra minutes carry call get cut
935,935,0,however year fliptop started get loose wobbly eventually screen went black couldnt receive place calls
936,936,0,kept catching cable seat pull phone turn
937,937,1,headset fulfills requirements happy purchase
938,938,1,logitech bluetooth headset
939,939,1,like fact rests lightly ear rather inside
940,940,1,lot websites rating good phone
941,941,1,tried cables computer ipod works fine
942,942,0,mic joke volume quite low
943,943,0,im returning
944,944,0,maintain connection computer lap
945,945,1,easy turn car volume controls quite accessable
946,946,1,mine year christmas bought rest family
947,947,1,otherwise easy install use clear sound
948,948,1,nice leather
949,949,0,purchase different case
950,950,1,joy use
951,951,0,much disappointed company
952,952,1,satisifed
953,953,0,didnt charge
954,954,1,phone get bought sa say wow
955,955,0,buttons small
956,956,1,reading specs alone makes say wow
957,957,1,love great armband
958,958,1,really like product motorola allot clearer ear piece mic
959,959,0,however keypads tinny sometimes reach wrong buttons
960,960,1,exchanged sony ericson za im pretty happy decision
961,961,1,impressed price cases
962,962,1,also makes easier hold
963,963,1,use product motor control center lot high voltage humming equipment works great
964,964,1,pretty easy
965,965,0,make calls certain places
966,966,0,however girl complain time phone doesnt wake like normal phone
967,967,1,beautiful styling though
968,968,0,company charge restocking fee still given refund back
969,969,0,im trying return refund
970,970,0,plugged find darn thing worked
971,971,1,excellent product
972,972,0,earbud piece breaks easily
973,973,0,lousy product
974,974,0,phone tries hard everything fails ability phone
975,975,1,best charger seen market yet
976,976,1,sweetest phone
977,977,1,oh charger seems work fine
978,978,1,fits securely ear hook even need used sound better directed ear canal
979,979,0,enough volume
980,980,0,echo problemvery unsatisfactory
981,981,0,could take videos time quality poor
982,982,0,dont waste money
983,983,0,going first negatively review product
984,984,0,adapter provide enough charging current
985,985,0,much hype phone assumed best mistake
986,986,0,also take pictures case lense covered
987,987,0,phone falls easily
988,988,0,didnt work people hear talk
989,989,0,text messaging feature really tricky use
990,990,0,im really disappointed charger doesnt work
991,991,0,painful ear
992,992,0,lasted one day blew
993,993,0,disappointed
994,994,0,kind flops around
995,995,0,screen get smudged easily touches ear face
996,996,0,piece junk lose calls phone
997,997,0,item match picture
998,998,0,thing disappoint infra red port irda
999,999,0,answer calls unit never worked
1000,0,0,slowmoving aimless movie distressed drifting young man
1001,1,0,sure lost flat characters audience nearly half walked
1002,2,0,attempting artiness black white clever camera angles movie disappointed became even ridiculous acting poor plot lines almost nonexistent
1003,3,0,little music anything speak
1004,4,1,best scene movie gerardo trying find song keeps running head
1005,5,0,rest movie lacks art charm meaning emptiness works guess empty
1006,6,0,wasted two hours
1007,7,1,saw movie today thought good effort good messages kids
1008,8,0,bit predictable
1009,9,1,loved casting jimmy buffet science teacher
1010,10,1,baby owls adorable
1011,11,1,movie showed lot florida best made look appealing
1012,12,1,songs best muppets hilarious
1013,13,1,cool
1014,14,1,right case movie delivers everything almost right face
1015,15,0,average acting main person low budget clearly see
1016,16,1,review long overdue since consider tale two sisters single greatest film ever made
1017,17,1,ill put gem movie terms screenplay cinematography acting postproduction editing directing aspect filmmaking
1018,18,1,practically perfect true masterpiece sea faux masterpieces
1019,19,0,structure film easily tightly constructed history cinema think film something vitally important occurs every minute words content level film enough easily fill dozen films anyone right mind ask anything movie quite simply highest superlative form cinema imaginable yes film require rather significant amount puzzlesolving pieces fit together create beautiful picture short film certainly pulls punches graphics far best part game number one best th game series deserves strong love insane game massive levels massive unlockable characters massive game waste money game kind money wasted properly actually graphics good time today graphics crap say canada fun game aye game rocks buy play enjoy love pure brilliance flick doomed conception idea lame take minor character mediocre pg film make complete nonsequel changing tone pgrated family movie wasnt least bit interested confirm film would unfunny generic also managed give away entire movie im exaggerating every moment every plot point every joke told trailer funny even talented carrell cant save costars dont fare much better people like morgan freeman jonah hill ed helms wasted story predictable lazy real effects work presence animals integration scenes worst obvious bluegreenscreen work ive ever seen whatever cost much didnt translate quality thats sure film succeeds despite perhaps obviously meagre budget im glad film didnt go obvious choice lesser film certainly would addition one lovely songs ever written french cancan also boasts one cutest leading ladies ever grace screen hard fall headoverheels love girl negative insipid enough cause regret another hours life wasted front screen long whiny pointless recommend waiting future efforts let one go excellent cast story line performances totally believable anne heche utterly convincing sam shepards portrayal gung ho marine sobering sat riveted tv screen give one resounding think tom hanks good actor enjoyed reading book children little disappointed movie one character totally annoying voice gives feeling fingernails chalkboard totally unnecessary trainroller coaster scene absolutely warmth charm scenes characters movie totally grates nerves performances improved improvisation actors twice much worry whether theyre delivering line well whether line good quite honestly often good often dialogue doesnt really follow one line another fit surroundings crackles unpredictable youthful energy honestly found hard follow concentrate meanders badly generally great things wouldnt say theyre worth hours time though suspense builders good cross line g pg especially liked noncliche choices parents movies could predict dialog verbatim writing movie made better selections want movie thats gross gives chills great choice alexander nevsky great film amazing film artist one important whoever lived im glad pretentious piece didnt planned dodge stratus big shots gon na help movie makers arent restrained movie business québec
1020,20,1,first movie ive given years
1021,21,1,ever movie needed wordofmouth promote
1022,22,1,overall film interesting thoughtprovoking
1023,23,1,plus wellpaced suited relatively short run time
1024,24,1,give one look
1025,25,1,gave
1026,26,1,wind lion well written superbly acted
1027,27,1,true classic
1028,28,1,actually turned pretty decent far blist horrorsuspense films go
1029,29,1,definitely worth checking
1030,30,0,problem script
1031,31,0,horrendous
1032,32,0,nothing believable
1033,33,0,suspense feeling frustration retarded girls
1034,34,1,manna heaven terrific film predictable unpredictable time
1035,35,1,scenes often funny occasionally touching characters evaluate lives going
1036,36,1,cast veteran actors nostalgia trip
1037,37,1,ursula burtons portrayal nun touching funny time making fun nuns church
1038,38,1,looking movie terrific cast good musicincluding shirley jones rendition way look tonight uplifting ending give one try
1039,39,1,dont think disappointed
1040,40,0,frankly cotton club unfaithful kind embarrassing watch lane gere film bad
1041,41,0,acting bad dialogs extremely shallow insincere
1042,42,0,predictable even chick flick
1043,43,0,politically correct
1044,44,0,disappointing
1045,45,1,thing really worth watching scenery house beautiful
1046,46,0,love lane ive never seen movie lousy
1047,47,0,hour half wish could bring back
1048,48,1,terms writing fresh bold
1049,49,1,acting helps writing along well maybe idiotsavant sister could played better real joy watch
1050,50,0,directing cinematography arent quite good
1051,51,0,movie boring sometimes found occupied peaking paper instead watching never happened columbo movie
1052,52,0,sometimes embarrassing look away
1053,53,0,directing seems pretentious
1054,54,0,scenes ohsomature neighbourgirl misplace
1055,55,0,generally lines plot weaker average episode
1056,56,0,scene debated whether sack trumpeter falsely accused murder pure horror really stupid
1057,57,1,applause given prelude however
1058,58,1,really liked
1059,59,1,great film great director
1060,60,1,movie edge seat made somewhat afraid go car end night
1061,61,1,music film really nice
1062,62,1,id advise anyone go see
1063,63,1,brilliant
1064,64,1,
1065,65,1,liked movie way much
1066,66,0,problem thought actor playing villain low rent michael ironside
1067,67,1,rocked world certainly must see anyone social physical outlets
1068,68,0,however didnt make fact overall tremendously boring movie
1069,69,0,chemistry ben affleck sandra bullock film couldnt understand would consider even leaving wifetobe chick supposedly knocked
1070,70,0,several moments movie didnt need excruciatingly slow moving
1071,71,0,poor remake best friends wedding
1072,72,0,great disappointment
1073,73,0,believe actors agreed film
1074,74,0,could stand even watch long fear losing iq
1075,75,0,guess nobody network aired dribble watched putting
1076,76,0,imdb ratings go low awful time get negative numbers cases
1077,77,0,saw mirrormask last night unsatisfactory experience
1078,78,0,unfortunately inexperience direction meant scene scene passed little way dramatic tension conflict
1079,79,0,central themes film handled ineptly stereotypically depth imagination
1080,80,0,pretty pictures world make piece work flawed core
1081,81,0,hour half waste time following bunch pretty high schoolers whine cry life
1082,82,0,cant relate hell barely understand
1083,83,1,definitely cult classic well worth viewing sharing others
1084,84,0,movie pure disaster story stupid editing worst seen confuses incredibly
1085,85,0,fish badly made underwater shots repeated thousand times film
1086,86,0,truly truly bad film
1087,87,0,acting terrible writing worse
1088,88,0,possible way movie could redeemed would mstk fodder
1089,89,0,paid much
1090,90,1,also real treat see anthony quinn playing crazy horse
1091,91,0,boring
1092,92,0,plot whatsoever
1093,93,0,plot
1094,94,0,horrible
1095,95,0,worst hour half lifeoh gosh
1096,96,0,walk theatre minutes get relief
1097,97,0,hate movies like
1098,98,0,yeah movie pretty much sucked
1099,99,0,plot storyline
1100,100,0,go see movie bring pillow girlfriendboyfriend keep occupied
1101,101,0,awful
1102,102,0,dont think ive ever gone movie disliked much
1103,103,0,good thing tickets cost five dollars would mad id paid see crap
1104,104,0,nobody identifies characters theyre cardboard cutouts stereotypes predictably reversestereotypes
1105,105,0,bad film bad writing good actorsan ugly cartoon crafted paul haggis people cant handle anything bold strokes storytellinga picture painted crayons
1106,106,0,crash depressing little nothing provokes emotion teaches nothing already know racism prejudice bad things
1107,107,1,still like movie empowerment women theres enough movies like one
1108,108,0,brain attempt shutdown part primal impulse selfpreservation
1109,109,0,left shattered experience watching film took good two hours fully recover
1110,110,0,movie joins revenge boogeyman zombiez part hellish trinity horror films
1111,111,0,certainly mean distinction good way
1112,112,0,mean terrible way
1113,113,0,film redeeming features
1114,114,0,everything appalling
1115,115,0,artless camerawork endlessly presents us ugliest setting imaginable ie
1116,116,0,story beyond stupid
1117,117,0,script script
1118,118,0,kids annoying
1119,119,0,lead man charismafree
1120,120,0,utterly without merit level akin torture
1121,121,0,ill even say torture
1122,122,0,maybe would reasonable explanation atrocity
1123,123,0,pleasant voyage selfdiscovery
1124,124,0,highly unrecommended
1125,125,0,premise sound stupid thats
1126,126,0,yes bad
1127,127,0,nothing recommend
1128,128,1,excellent performance ms
1129,129,1,garbo showed right bat talents could carry silent era wanted see silent work netflix doesnt seem stocking
1130,130,1,also great see renowned silent screenwriter frances marion hasnt missed step going silent sound
1131,131,0,movie suffered writing needed suspense
1132,132,0,many close ups
1133,133,0,movie seemed drag heroes didnt really work freedom
1134,134,0,movie definitely average rent
1135,135,1,youll love movie bad bad film way long definitely one bad ones movie received great quality film age john wayne incredible job young movie industry screen presence shined thought even though senior actors screen think must see older john wayne film really dont see anyone could enjoy movie dont think ive ever seen movie half boring selfindulgent piece junk probably would better director hadnt spent movie showcasing art work really isnt noteworthy another thing didnt really like character got punched face gallon blood would spew forth soon jamie foxx absolutely ray charles performance simply genius owns film spacek owned coal miners daughter quaid owned great balls fire
1136,136,0,fact hard remember part ray charles acted played man ray charles legendary ray charles life provided excellent biographical material film goes well beyond another movie musician hitchcock great director ironically mostly find films total waste time watch secondly hitchcock pretty much perfected thriller chase movie pandering audience sabotages films hence whole story lacks certain energy plot simply rumbles like machine desperately depending addition new scenes usual hitchcock logic flaws mishima extremely uninteresting chilly unremarkable movie author livingworking chilly abstruse culture flat reenactments dont hold attention emotionally adrift stagy rest sits awful soldiers singing songs masculinity pledge hairsplitting purity admiration swords etc bore pieces kill momentum movie quicker anyone else schrader made resume full lousy amateurish films first watched movie loved totally fascinated music dancing everything however recently watched whole thing dvd completely struck extremely stupid storyline contained holes inconsistencies frankly whole lot crap horrid dancing mean realistic world would never gotten ballet repertory whole thing quite pathetic character developments also lacked depth woa talk awful waste time horrible worst sappiest dialogue could go really made unwatchable direction poor actors cant even tell talent pathetic lines speak director gave action check directors filmography site see film didnt chance would even good made tv flick good intentions made film great film might one greatest films ever made film great actors master director significant themeat least wouldbe significant theme undertone fifties existential worldweariness aerial scenes ought thrilled senses imagination characters one might deeply care regrettably film fails movie lacks visual interest drama expression feeling celebration patriotism underlines narrative actress worse used june allison movie yet enjoy watching unfortunately bad movie plain bad bad script bad direction horrible acting make one plain bad dialogue sucked cinematographyif called thatsucked soundtrack sucked acting sucked concert sequences sucked nice funny funny overall movie cheap trash movie funny considering ridiculousness came feeling angry spoilers whatever else cant said surface superbly crafted cinematography simply stunning say least fx nothing stateoftheart conceptually show offers little bit everything everybody parents kids fantasy andor fx fans wasnt single sour note struck actingwise either surprisingly solid casting things considered job well done thanks good movie like done released one best mexican movies ever one less understood even mexican matter identified felt ranks highly great noircrimedrama incredible performances belmondo lino ventura attention given every character complex psychological portrayals detailing loyalty treachery love hope tremendous excellent drama excellent thriller excellent film best melville everything film simply incredible truly take journey eyes soul child black water thriller manages completely transcend limitations indie flick continually subverting expectations emerge intense experience performances real gripping crocdodile extremely well done indeed black water website believed thats used real crocs swamp location fabulous thoroughly enjoyed christopher eccleston took control tardis continuation series im sure trying film turn good day feeling night disturbing memories guess succeeded lot beautiful places forced like everything movie lame heres movie really pied dont even get started jerky camerawork saw theater thought going sick summary witticisms werent witty plot well said id let one go acting bad really bad even billy bob couldnt rise script worse camerawork bad rating amazing finale possibly best trilogy time kieslowski never ceases amaze one favourite directors one talented directors history cinema use colours french flag three films nothing short incredible every shot every scene like work art three visually appealing movies ive ever seen subtle connections three films awesome mention huge spoiler loved ending characters three films remaining survivors ferry disaster valentine young judge together old man watching tv solidifying happiness suffering dealt many years couldnt think better way end film smile face great way wrap amazing film trilogy recommend everyone loves film movies anythinga work art movie trilogy literally vomited watching film think one people found another one roths pearls performance awarded stunning story told eloquently francis ford coppola years earlier really unfolds gradually leaves room characters develop wonderful location lies story contrast beautiful directed film nicolas roeg wih sublime cast im translating movies living first movie year working experience found offensive intelligence someone strives greatness poetry delivers muddled often ridiculous story bunch disparate scenes pretentious dialogue get worst kind movie reviewer accurately defined pretentious crap
1137,137,0,find movie intelligent even masterful say intelligence imagination obviously used try make sense pitiful attempt human nature try make sense things
1138,138,0,one thing tolerate political incorrectness well im artistic freedom suspension disbelief slavic female character much
1139,139,1,fun funny movie
1140,140,1,highly entertaining angles
1141,141,1,features outlandish array memorable psychotic lovable nuts
1142,142,1,enjoyment get see run around play games dangerous
1143,143,1,even sweet moments
1144,144,1,telephone repair man really funny reactions nuts bitchy boss truly genuine
1145,145,1,characters film tremendously well played
1146,146,1,really find funny
1147,147,1,actually smart movie
1148,148,1,brilliant twist ending
1149,149,0,love ending perfect youll shed tear thrilled seeing movie like never forget cult cult classic depth character man underneath malta settings dry barren dialogue movie terrible hockey scenes terrible defensemen playing like theyre years old goalies diving shots feet wide net etc havent seen dont waste time call movie drama ridiculous started watching didnt believe characters particular relationship bakery assistant waitress didnt work superficial movie gave feeling watching play rather film characters stagey storyline lot like stage farce time pyromaniac waylaid assistant bored didnt care happened next switched glad didnt pay see didnt laugh even smile wasnt anything one big yawn really good show watch educational children years old barney definitely super de duper pretty funny babie bop cute kids cool storm trooper even bad enough make list wonderfully terrible movies
1150,150,0,lame
1151,151,0,guy said hes better dialogue potted plants right
1152,152,0,everything movie stupid
1153,153,0,even love bad movies watch movie
1154,154,0,shameful
1155,155,1,would give television series plus could
1156,156,1,writers smack think best actors actresses bonus showthese characters real
1157,157,1,must say taped episodes find watching
1158,158,1,know gave
1159,159,1,dont know exactly movie latched endearing movie become special part familys memories
1160,160,1,totally absolutely recommend movie anyone likes good wholesome family movies exactly
1161,161,1,things four kids get absolutely hilarious watch
1162,162,1,one best movies shows strong sibling bond
1163,163,1,much interesting action suspense less unneeded controversy
1164,164,1,everything acting cinematography solid
1165,165,1,definitely worth checking
1166,166,1,damian talented versatile many ways writing portraying different characters screen
1167,167,1,movie cutting edge
1168,168,1,pleased know modern day genius letting passion art drive taking us audience
1169,169,0,new characters werent memorable found forgetting
1170,170,0,felt though going ireland absolutely nothing whatsoever
1171,171,0,didnt make scared horrified make sympathetic towards characters simply annoying
1172,172,0,jerky camera movements also annoying
1173,173,0,plot pretty much every cheap horror
1174,174,0,pathetic attempts give characters depth didnt really work rest plot
1175,175,0,guess supposed clever twist shed light situation stupid
1176,176,0,see probably leave shelf
1177,177,1,elias koteasjack palance play good roles angelina hot gets nakedbilly drago appears cool usual cameo sven ole thorsen helps make enjoyable movie good acting decent budget
1178,178,1,awesome movie bought ebay
1179,179,1,really loved story line poler bear kinda cutebut anyone question fort steele ask away
1180,180,0,totally unfunny movie top pathetic unrealistic throughout whole minutes utter torture probably looked watch times
1181,181,0,lucy bell much higher crap sink low quite depressing
1182,182,0,movie make sick watching slackers make excuses stupid actions minutes
1183,183,0,god never get minutes back
1184,184,1,think wonderful parts literally full wonder excerpts works
1185,185,1,sets especially designed work camera amazingstylized beautiful effective
1186,186,1,could used exemplars set designer
1187,187,1,stories powerful explorations nature man art
1188,188,1,watching film wanted learn works artist
1189,189,1,highly recommend movie anyone interested art poetry theater politics japanese history
1190,190,1,wind lion see wonderful rendering americas imperial age
1191,191,1,makes story different terrific production values faultless photography composition editing terrific casting underappreciated brian keith playing bully teddy vivid history
1192,192,1,though wind lion told largely eyes son every member family identify one characters whether sean connerys noble brigand candace bergens feisty heroine john hustons wily john hay steve kanalys spiffy radiant ruthless cando lieutenant roosevelts big stick
1193,193,1,high adventure best
1194,194,1,think robert ryans best film portrayed someone like father schizophrenic real lifemy father although never murdered anyone affected second world war made worse
1195,195,1,humour get get day apt
1196,196,1,mother brother thiswhen saw robert ryan portraying type man good imitation type individual impressed
1197,197,0,almost songs cover girl oldfashioned tuneful
1198,198,0,annoying thing cover girl way rita hayworth put pedestal
1199,199,0,unfortunately cover girl example hollywood used exploit women financial gain
1200,200,1,nonlinear narration thus many flashbacks every part articulated quite well
1201,201,1,good cinematography also makes monica bellucci look beautiful
1202,202,1,good commentary todays love undoubtedly film worth seeing
1203,203,1,people first timers film making think excellent job
1204,204,1,popular cinema good house good reactions plenty laughs
1205,205,1,feelgood film thats felt came cinema
1206,206,1,northern humour positive community represents
1207,207,1,rather enjoyed
1208,208,1,liked
1209,209,0,couldnt take seriously
1210,210,1,really created unique feeling though
1211,211,1,vivian schilling excellent job script
1212,212,1,world better garbage theatres today
1213,213,1,role played well
1214,214,1,screamy masculine right
1215,215,1,camera really likes movie
1216,216,1,would casted role ready script
1217,217,1,european movie nice throwback time student experiences living abroad interacting nationalities although circumstances slightly different
1218,218,0,fan movie sucked really bad
1219,219,0,even worse ticker
1220,220,0,movie bad
1221,221,0,like buildings used couple locations maybe poor hummh
1222,222,0,blew
1223,223,1,movie excellentangel beautiful scamp adorablehis little yelps hes scaredand funniest parts whenscamp caught curtain angel scamp singing ive never feeling beforei totally recommend movieits coming special edition june cover scamp garbage angel underneath lid
1224,224,1,cant explain movie romanticcharminghilariousand adorablethe junkyard scenes funnyall junkyard dogs something specialtoo funny laughedkids love itbuy comes outit new features
1225,225,0,chosen tortured disgusting piece blatant american propaganda
1226,226,0,show made americans stupid full hatred clichés admitted elsewhere
1227,227,0,almost everyone involved must return school acting utterly predictable bad script pile garbage round
1228,228,0,wish could enter negative values admins
1229,229,0,sets bad wouldnt look place thunderbirds episode
1230,230,0,use slowmotion needlessly repeats throughout movie well backed bad acting bad kind word continuity scenes thrown reason whatsoever vehicles looked like made corn flakes box directorial style bordered stupidity
1231,231,0,oh yeah storyline pathetic
1232,232,0,hate writing bad reviews films especially really like star film bad dont believe one second anyone could proud
1233,233,0,filmmaker director would hide head sand id spent whatever amount money time movie
1234,234,0,short monumental waste time energy would recommend anyone ever see film
1235,235,0,came free dvd player bought still turned thing halfway embarrassed howell
1236,236,0,setting
1237,237,1,interesting premise billy drago always good dangerous nutbag side note id love see drago stephen mchattie lance hendrikson flick together talk raging cheekbones
1238,238,1,soundtrack wasnt terrible either
1239,239,0,actingeven professionals drago debbie rochonwas terrible directing worse perhaps contributory former dialog chimplike camera work barely tolerable
1240,240,1,still sets got big oyvey scale
1241,241,0,yes simplifying things sake brevity really core problems film much going without real fulfilling explanation
1242,242,1,good jobs quite amusing
1243,243,0,convoluted plot didnt convince much film watched weird questioning glance
1244,244,0,let girlfriend talk seeing bad idea hated
1245,245,1,last minutes movie also bad well
1246,246,0,bela lugosi totally extraneous intoning odd lines
1247,247,0,acting decidely wooden though worse period universal b movie
1248,248,1,like armand assante cable companys summary sounded interesting watched twice already probably
1249,249,1,believe screenwriter good job tying loose ends
1250,250,1,score mostly plot
1251,251,1,wont say dont like spoilers dont want one believe film worth time
1252,252,0,wow bad film
1253,253,0,frightening least barely comprehensible
1254,254,0,plot doesnt hang together acting absolutely appalling
1255,255,0,even good camp value
1256,256,0,wasnt expecting oscar material
1257,257,0,youd iq particularly stupid mollusk see one coming
1258,258,0,film use word loosely insult moviegoing public
1259,259,0,someone involved knew string together narrative
1260,260,0,gets simply theres nothing lower
1261,261,0,one watched recently fox movie channel disappointed
1262,262,0,know contract player little control scripts acting bad script
1263,263,0,victor mclaglen even bad brian donlevy almost unrecognizable
1264,264,0,considering relations screen taylor stanwyck surprising little chemistry screen two
1265,265,0,premise film ridiculous president us
1266,266,0,death row scenes entirely unmoving
1267,267,0,thing worse taylors acting stanwycks singing
1268,268,0,whatever producer going missed entirely
1269,269,1,deeply impressed character played
1270,270,1,knew saw film great things come gifted actor
1271,271,0,cheap cheerless heist movie poor characterisation lots underbite style stoic emoting think chow yun fat better tomorrow cheesy clichés thrown abandoned factory ready poorly executed flying judo rolls la john woo
1272,272,0,even squibs look awful
1273,273,0,point proceedings look remotely like america
1274,274,0,plot derivative predictable ending like mercy killing
1275,275,0,awful dialogue hopeless overacting everyone gets shot top real waste space time
1276,276,0,uneasy bad movie scared
1277,277,0,dialogue composed things make little sense
1278,278,0,minutes footage wasted show mediocre elderly actors awkwardly babbling overwrought pseudosatanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may made words
1279,279,0,directing sloppy best
1280,280,0,hackneyed writing certainly made even worse bad directing
1281,281,0,course acting blah
1282,282,0,acting whole cast could put scale balanced perfectly overacting underacting
1283,283,0,finally get ending wouldve great handled competent people jerry falwell
1284,284,1,loved movie great portrayal family share ups end knew special love
1285,285,1,seen many movies starring jaclyn smith god one best though came years ago
1286,286,1,movie contained allstar cast loved opened eyes see actors havent seen
1287,287,1,movie kind long length enjoyed every minute
1288,288,1,overall rate movie scale
1289,289,1,lifetime air enough anyone knows store sells let know musthave
1290,290,0,particularly remember senses assaulted strident cords music would blare little warning even less meaning
1291,291,0,sort pap screened afternoon punish unemployed jobs
1292,292,1,totally different loads understatement black comedy film get see remember
1293,293,1,movie creates universe fascinating every way
1294,294,1,movie really got
1295,295,1,see
1296,296,1,really hope team behind movie makes movies continue kinda weird style
1297,297,1,forgot casting superb trond fausa aurvåg perfect role bothersome man doesnt understand
1298,298,1,movie good humorous comment life
1299,299,1,found move beautiful enjoyable uplifting
1300,300,1,initially local sites film filmed buffalo intrigued
1301,301,1,later found lost power film
1302,302,1,entire audience applauded conclusion film
1303,303,1,left theater lilt step joy heart hope human race
1304,304,1,duris wholesome appearance gives fine performance
1305,305,1,rest cast also play well
1306,306,1,cinematography noteworthy including fine views barcelona famed gaudi towers
1307,307,0,ten minutes film started second thoughts
1308,308,0,half way film started dislike
1309,309,0,time film ended disliked despised
1310,310,0,film lacks convincing script
1311,311,0,script looks rough draft written shooting began finished script completed
1312,312,0,things happen characters personalities change plot twists occur real reason script calls
1313,313,1,cast good
1314,314,1,worth checking
1315,315,0,probably irritating show ever seen entire life
1316,316,0,indescribably annoying idiotic show ever seen
1317,317,0,everything bad
1318,318,0,could understand kind idiot would produce mess first place mention several season
1319,319,0,script bad bad contains cheesiness unethical joke normally see rated r nc movie
